query_id,category,candidate_position,provider_id,is_supplement
EVAL-007D1795-011,Carpenters,10,P00948,False
EVAL-007D1795-012,Carpenters,1,P00808,False
EVAL-007D1795-012,Carpenters,2,P00876,False
EVAL-007D1795-012,Carpenters,3,P00893,False
EVAL-007D1795-012,Carpenters,4,P00927,False
EVAL-007D1795-012,Carpenters,5,P01005,False
EVAL-007D1795-012,Carpenters,6,P00955,False
EVAL-007D1795-012,Carpenters,7,P01038,False
EVAL-007D1795-012,Carpenters,8,P00821,False
EVAL-007D1795-012,Carpenters,9,P00768,False
EVAL-007D1795-012,Carpenters,10,P00809,False
EVAL-007D1795-013,Carpenters,1,P00880,False
EVAL-007D1795-013,Carpenters,2,P00915,False
EVAL-007D1795-013,Carpenters,3,P00799,False
EVAL-007D1795-013,Carpenters,4,P00824,False
EVAL-007D1795-013,Carpenters,5,P00886,False
EVAL-007D1795-013,Carpenters,6,P00747,False
EVAL-007D1795-013,Carpenters,7,P00756,False
EVAL-007D1795-013,Carpenters,8,P00779,False
EVAL-007D1795-013,Carpenters,9,P00985,False
EVAL-007D1795-013,Carpenters,10,P00894,False
EVAL-007D1795-014,Carpenters,1,P00952,False
EVAL-007D1795-014,Carpenters,2,P00737,False
EVAL-007D1795-014,Carpenters,3,P01021,False
EVAL-007D1795-014,Carpenters,4,P00803,False
EVAL-007D1795-014,Carpenters,5,P01065,False
EVAL-007D1795-014,Carpenters,6,P00715,False
EVAL-007D1795-014,Carpenters,7,P00935,False
EVAL-007D1795-014,Carpenters,8,P01026,False
EVAL-007D1795-014,Carpenters,9,P00764,False
EVAL-007D1795-014,Carpenters,10,P01024,False
EVAL-007D1795-015,Carpenters,1,P00975,False
EVAL-007D1795-015,Carpenters,2,P00938,False
EVAL-007D1795-015,Carpenters,3,P00800,False
EVAL-007D1795-015,Carpenters,4,P00727,False
EVAL-007D1795-015,Carpenters,5,P00991,False
EVAL-007D1795-015,Carpenters,6,P00860,False
EVAL-007D1795-015,Carpenters,7,P00866,False
EVAL-007D1795-015,Carpenters,8,P00908,False
EVAL-007D1795-015,Carpenters,9,P00874,False
EVAL-007D1795-015,Carpenters,10,P00830,False
EVAL-007D1795-016,Carpenters,1,P00864,False
EVAL-007D1795-016,Carpenters,2,P01017,False
EVAL-007D1795-016,Carpenters,3,P00820,False
EVAL-007D1795-016,Carpenters,4,P00833,False
EVAL-007D1795-016,Carpenters,5,P00847,False
EVAL-007D1795-016,Carpenters,6,P00883,False
EVAL-007D1795-016,Carpenters,7,P00872,False
EVAL-007D1795-016,Carpenters,8,P00728,False
EVAL-007D1795-016,Carpenters,9,P01035,False
EVAL-007D1795-016,Carpenters,10,P00852,False
EVAL-007D1795-017,Carpenters,1,P01057,False
EVAL-007D1795-017,Carpenters,2,P00882,False
EVAL-007D1795-017,Carpenters,3,P00914,False
EVAL-007D1795-017,Carpenters,4,P00867,False
EVAL-007D1795-017,Carpenters,5,P00763,False
EVAL-007D1795-017,Carpenters,6,P01012,False
EVAL-007D1795-017,Carpenters,7,P00827,False
EVAL-007D1795-017,Carpenters,8,P00888,False
EVAL-007D1795-017,Carpenters,9,P00989,False
EVAL-007D1795-017,Carpenters,10,P00951,False
EVAL-007D1795-018,Carpenters,1,P01022,False
EVAL-007D1795-018,Carpenters,2,P01063,False
EVAL-007D1795-018,Carpenters,3,P01054,False
EVAL-007D1795-018,Carpenters,4,P00786,False
EVAL-007D1795-018,Carpenters,5,P01042,False
EVAL-007D1795-018,Carpenters,6,P01037,False
EVAL-007D1795-018,Carpenters,7,P01011,False
EVAL-007D1795-018,Carpenters,8,P00998,False
EVAL-007D1795-018,Carpenters,9,P01030,False
EVAL-007D1795-018,Carpenters,10,P00910,False
EVAL-007D1795-019,Carpenters,1,P00745,False
EVAL-007D1795-019,Carpenters,2,P00720,False
EVAL-007D1795-019,Carpenters,3,P00746,False
EVAL-007D1795-019,Carpenters,4,P00961,False
EVAL-007D1795-019,Carpenters,5,P00773,False
EVAL-007D1795-019,Carpenters,6,P00848,False
EVAL-007D1795-019,Carpenters,7,P00936,False
EVAL-007D1795-019,Carpenters,8,P01045,False
EVAL-007D1795-019,Carpenters,9,P00940,False
EVAL-007D1795-019,Carpenters,10,P00726,False
EVAL-007D1795-020,Carpenters,1,P00744,False
EVAL-007D1795-020,Carpenters,2,P00777,False
EVAL-007D1795-020,Carpenters,3,P01048,False
EVAL-007D1795-020,Carpenters,4,P00816,False
EVAL-007D1795-020,Carpenters,5,P00724,False
EVAL-007D1795-020,Carpenters,6,P01009,False
EVAL-007D1795-020,Carpenters,7,P00772,False
EVAL-007D1795-020,Carpenters,8,P00912,False
EVAL-007D1795-020,Carpenters,9,P01010,True
EVAL-007D1795-020,Carpenters,10,P00977,True
EVAL-68539434-001,Ceiling,1,P09633,False
EVAL-68539434-001,Ceiling,2,P09474,False
EVAL-68539434-001,Ceiling,3,P09313,False
EVAL-68539434-001,Ceiling,4,P09422,False
EVAL-68539434-001,Ceiling,5,P09295,False
EVAL-68539434-001,Ceiling,6,P09355,False
EVAL-68539434-001,Ceiling,7,P09616,False
EVAL-68539434-001,Ceiling,8,P09514,False
EVAL-68539434-001,Ceiling,9,P09582,False
EVAL-68539434-001,Ceiling,10,P09574,False
EVAL-68539434-002,Ceiling,1,P09538,False
EVAL-68539434-002,Ceiling,2,P09285,False
EVAL-68539434-002,Ceiling,3,P09630,False
EVAL-68539434-002,Ceiling,4,P09525,False
EVAL-68539434-002,Ceiling,5,P09386,False
EVAL-68539434-002,Ceiling,6,P09614,False
EVAL-68539434-002,Ceiling,7,P09513,False
EVAL-68539434-002,Ceiling,8,P09544,False
EVAL-68539434-002,Ceiling,9,P09598,False
EVAL-68539434-002,Ceiling,10,P09563,False
EVAL-68539434-003,Ceiling,1,P09552,False
EVAL-68539434-003,Ceiling,2,P09367,False
EVAL-68539434-003,Ceiling,3,P09445,False
EVAL-68539434-003,Ceiling,4,P09335,False
EVAL-68539434-003,Ceiling,5,P09389,False
EVAL-68539434-003,Ceiling,6,P09347,False
EVAL-68539434-003,Ceiling,7,P09433,False
EVAL-68539434-003,Ceiling,8,P09322,False
EVAL-68539434-003,Ceiling,9,P09496,False
EVAL-68539434-003,Ceiling,10,P09471,False
EVAL-68539434-004,Ceiling,1,P09314,False
EVAL-68539434-004,Ceiling,2,P09508,False
EVAL-68539434-004,Ceiling,3,P09586,False
EVAL-68539434-004,Ceiling,4,P09284,False
EVAL-68539434-004,Ceiling,5,P09411,False
EVAL-68539434-004,Ceiling,6,P09553,False
EVAL-68539434-004,Ceiling,7,P09565,False
EVAL-68539434-004,Ceiling,8,P09435,False
EVAL-68539434-004,Ceiling,9,P09358,False
EVAL-68539434-004,Ceiling,10,P09503,False
EVAL-68539434-005,Ceiling,1,P09414,False
EVAL-68539434-005,Ceiling,2,P09384,False
EVAL-68539434-005,Ceiling,3,P09363,False
EVAL-68539434-005,Ceiling,4,P09356,False
EVAL-68539434-005,Ceiling,5,P09359,False
EVAL-68539434-005,Ceiling,6,P09291,False
EVAL-68539434-005,Ceiling,7,P09615,False
EVAL-68539434-005,Ceiling,8,P09620,False
EVAL-68539434-005,Ceiling,9,P09626,False
EVAL-68539434-005,Ceiling,10,P09287,False
EVAL-68539434-006,Ceiling,1,P09591,False
EVAL-68539434-006,Ceiling,2,P09331,False
EVAL-68539434-006,Ceiling,3,P09394,False
EVAL-68539434-006,Ceiling,4,P09518,False
EVAL-68539434-006,Ceiling,5,P09342,False
EVAL-68539434-006,Ceiling,6,P09319,False
EVAL-68539434-006,Ceiling,7,P09332,False
EVAL-68539434-006,Ceiling,8,P09486,False
EVAL-68539434-006,Ceiling,9,P09365,False
EVAL-68539434-006,Ceiling,10,P09343,False
EVAL-68539434-007,Ceiling,1,P09346,False
EVAL-68539434-007,Ceiling,2,P09444,False
EVAL-68539434-007,Ceiling,3,P09472,False
EVAL-68539434-007,Ceiling,4,P09517,False
EVAL-68539434-007,Ceiling,5,P09391,False
EVAL-68539434-007,Ceiling,6,P09338,False
EVAL-68539434-007,Ceiling,7,P09607,False
EVAL-68539434-007,Ceiling,8,P09629,False
EVAL-68539434-007,Ceiling,9,P09546,False
EVAL-68539434-007,Ceiling,10,P09294,False
EVAL-68539434-008,Ceiling,1,P09357,False
EVAL-68539434-008,Ceiling,2,P09550,False
EVAL-68539434-008,Ceiling,3,P09425,False
EVAL-68539434-008,Ceiling,4,P09494,False
EVAL-68539434-008,Ceiling,5,P09539,False
EVAL-68539434-008,Ceiling,6,P09468,False
EVAL-68539434-008,Ceiling,7,P09561,False
EVAL-68539434-008,Ceiling,8,P09399,False
EVAL-68539434-008,Ceiling,9,P09487,False
EVAL-68539434-008,Ceiling,10,P09580,False
EVAL-68539434-009,Ceiling,1,P09460,False
EVAL-68539434-009,Ceiling,2,P09453,False
EVAL-68539434-009,Ceiling,3,P09465,False
EVAL-68539434-009,Ceiling,4,P09461,False
EVAL-68539434-009,Ceiling,5,P09500,False
EVAL-68539434-009,Ceiling,6,P09540,False
EVAL-68539434-009,Ceiling,7,P09476,False
EVAL-68539434-009,Ceiling,8,P09628,False
EVAL-68539434-009,Ceiling,9,P09419,False
EVAL-68539434-009,Ceiling,10,P09480,False
EVAL-68539434-010,Ceiling,1,P09602,False
EVAL-68539434-010,Ceiling,2,P09288,False
EVAL-68539434-010,Ceiling,3,P09325,False
EVAL-68539434-010,Ceiling,4,P09316,False
EVAL-68539434-010,Ceiling,5,P09412,False
EVAL-68539434-010,Ceiling,6,P09300,False
EVAL-68539434-010,Ceiling,7,P09519,False
EVAL-68539434-010,Ceiling,8,P09429,False
EVAL-68539434-010,Ceiling,9,P09305,False
EVAL-68539434-010,Ceiling,10,P09528,False
EVAL-68539434-011,Ceiling,1,P09635,False
EVAL-68539434-011,Ceiling,2,P09594,False
EVAL-68539434-011,Ceiling,3,P09515,False
EVAL-68539434-011,Ceiling,4,P09551,False
EVAL-68539434-011,Ceiling,5,P09320,False
EVAL-68539434-011,Ceiling,6,P09354,False
EVAL-68539434-011,Ceiling,7,P09467,False
EVAL-68539434-011,Ceiling,8,P09576,False
EVAL-68539434-011,Ceiling,9,P09577,False
EVAL-68539434-011,Ceiling,10,P09315,False
EVAL-68539434-012,Ceiling,1,P09507,False
EVAL-68539434-012,Ceiling,2,P09293,False
EVAL-68539434-012,Ceiling,3,P09376,False
EVAL-68539434-012,Ceiling,4,P09307,False
EVAL-68539434-012,Ceiling,5,P09562,False
EVAL-68539434-012,Ceiling,6,P09543,False
EVAL-68539434-012,Ceiling,7,P09400,False
EVAL-68539434-012,Ceiling,8,P09583,False
EVAL-68539434-012,Ceiling,9,P09632,False
EVAL-68539434-012,Ceiling,10,P09312,False
EVAL-68539434-013,Ceiling,1,P09413,False
EVAL-68539434-013,Ceiling,2,P09298,False
EVAL-68539434-013,Ceiling,3,P09623,False
EVAL-68539434-013,Ceiling,4,P09558,False
EVAL-68539434-013,Ceiling,5,P09447,False
EVAL-68539434-013,Ceiling,6,P09639,False
EVAL-68539434-013,Ceiling,7,P09534,False
EVAL-68539434-013,Ceiling,8,P09627,False
EVAL-68539434-013,Ceiling,9,P09596,False
EVAL-68539434-013,Ceiling,10,P09466,False
EVAL-68539434-014,Ceiling,1,P09589,False
EVAL-68539434-014,Ceiling,2,P09560,False
EVAL-68539434-014,Ceiling,3,P09601,False
EVAL-68539434-014,Ceiling,4,P09353,False
EVAL-68539434-014,Ceiling,5,P09611,False
EVAL-68539434-014,Ceiling,6,P09481,False
EVAL-68539434-014,Ceiling,7,P09292,False
EVAL-68539434-014,Ceiling,8,P09361,False
EVAL-68539434-014,Ceiling,9,P09619,False
EVAL-68539434-014,Ceiling,10,P09595,False
EVAL-68539434-015,Ceiling,1,P09590,False
EVAL-68539434-015,Ceiling,2,P09427,False
EVAL-68539434-015,Ceiling,3,P09340,False
EVAL-68539434-015,Ceiling,4,P09511,False
EVAL-68539434-015,Ceiling,5,P09374,False
EVAL-68539434-015,Ceiling,6,P09527,False
EVAL-68539434-015,Ceiling,7,P09397,False
EVAL-68539434-015,Ceiling,8,P09345,False
EVAL-68539434-015,Ceiling,9,P09463,False
EVAL-68539434-015,Ceiling,10,P09375,False
EVAL-68539434-016,Ceiling,1,P09610,False
EVAL-68539434-016,Ceiling,2,P09311,False
EVAL-68539434-016,Ceiling,3,P09609,False
EVAL-68539434-016,Ceiling,4,P09493,False
EVAL-68539434-016,Ceiling,5,P09492,False
EVAL-68539434-016,Ceiling,6,P09522,False
EVAL-68539434-016,Ceiling,7,P09373,False
EVAL-68539434-016,Ceiling,8,P09423,False
EVAL-68539434-016,Ceiling,9,P09599,False
EVAL-68539434-016,Ceiling,10,P09393,False
EVAL-68539434-017,Ceiling,1,P09378,False
EVAL-68539434-017,Ceiling,2,P09438,False
EVAL-68539434-017,Ceiling,3,P09597,False
EVAL-68539434-017,Ceiling,4,P09622,False
EVAL-68539434-017,Ceiling,5,P09439,False
EVAL-68539434-017,Ceiling,6,P09382,False
EVAL-68539434-017,Ceiling,7,P09450,False
EVAL-68539434-017,Ceiling,8,P09545,False
EVAL-68539434-017,Ceiling,9,P09432,False
EVAL-68539434-017,Ceiling,10,P09532,False
EVAL-68539434-018,Ceiling,1,P09502,False
EVAL-68539434-018,Ceiling,2,P09533,False
EVAL-68539434-018,Ceiling,3,P09350,False
EVAL-68539434-018,Ceiling,4,P09352,False
EVAL-68539434-018,Ceiling,5,P09521,False
EVAL-68539434-018,Ceiling,6,P09372,False
EVAL-68539434-018,Ceiling,7,P09458,False
EVAL-68539434-018,Ceiling,8,P09360,False
EVAL-68539434-018,Ceiling,9,P09633,True
EVAL-68539434-018,Ceiling,10,P09474,True
EVAL-CD8599C9-001,Cleaners,1,P05938,False
EVAL-CD8599C9-001,Cleaners,2,P05869,False
EVAL-CD8599C9-001,Cleaners,3,P05964,False
EVAL-CD8599C9-001,Cleaners,4,P05939,False
EVAL-CD8599C9-001,Cleaners,5,P05863,False
EVAL-CD8599C9-001,Cleaners,6,P05961,False
EVAL-CD8599C9-001,Cleaners,7,P06062,False
EVAL-CD8599C9-001,Cleaners,8,P06007,False
EVAL-CD8599C9-001,Cleaners,9,P05926,False
EVAL-CD8599C9-001,Cleaners,10,P06054,False
EVAL-CD8599C9-002,Cleaners,1,P05904,False
EVAL-CD8599C9-002,Cleaners,2,P05728,False
EVAL-CD8599C9-002,Cleaners,3,P06051,False
EVAL-CD8599C9-002,Cleaners,4,P05966,False
EVAL-CD8599C9-002,Cleaners,5,P05838,False
EVAL-CD8599C9-002,Cleaners,6,P05990,False
EVAL-CD8599C9-002,Cleaners,7,P05800,False
EVAL-CD8599C9-002,Cleaners,8,P05919,False
EVAL-CD8599C9-002,Cleaners,9,P05783,False
EVAL-CD8599C9-002,Cleaners,10,P05725,False
EVAL-CD8599C9-003,Cleaners,1,P06060,False
EVAL-CD8599C9-003,Cleaners,2,P05986,False
EVAL-CD8599C9-003,Cleaners,3,P05753,False
EVAL-CD8599C9-003,Cleaners,4,P05841,False
EVAL-CD8599C9-003,Cleaners,5,P05779,False
EVAL-CD8599C9-003,Cleaners,6,P06000,False
EVAL-CD8599C9-003,Cleaners,7,P06022,False
EVAL-CD8599C9-003,Cleaners,8,P05976,False
EVAL-CD8599C9-003,Cleaners,9,P05781,False
EVAL-CD8599C9-003,Cleaners,10,P05739,False
EVAL-CD8599C9-004,Cleaners,1,P05784,False
EVAL-CD8599C9-004,Cleaners,2,P05907,False
EVAL-CD8599C9-004,Cleaners,3,P06067,False
EVAL-CD8599C9-004,Cleaners,4,P05898,False
EVAL-CD8599C9-004,Cleaners,5,P05752,False
EVAL-CD8599C9-004,Cleaners,6,P05925,False
EVAL-CD8599C9-004,Cleaners,7,P05933,False
EVAL-CD8599C9-004,Cleaners,8,P05883,False
EVAL-CD8599C9-004,Cleaners,9,P05854,False
EVAL-CD8599C9-004,Cleaners,10,P06021,False
EVAL-CD8599C9-005,Cleaners,1,P05793,False
EVAL-CD8599C9-005,Cleaners,2,P05960,False
EVAL-CD8599C9-005,Cleaners,3,P05985,False
EVAL-CD8599C9-005,Cleaners,4,P05852,False
EVAL-CD8599C9-005,Cleaners,5,P05846,False
EVAL-CD8599C9-005,Cleaners,6,P05715,False
EVAL-CD8599C9-005,Cleaners,7,P06041,False
EVAL-CD8599C9-005,Cleaners,8,P05827,False
EVAL-CD8599C9-005,Cleaners,9,P06026,False
EVAL-CD8599C9-005,Cleaners,10,P05842,False
EVAL-CD8599C9-006,Cleaners,1,P05968,False
EVAL-CD8599C9-006,Cleaners,2,P05912,False
EVAL-CD8599C9-006,Cleaners,3,P05900,False
EVAL-CD8599C9-006,Cleaners,4,P05916,False
EVAL-CD8599C9-006,Cleaners,5,P05995,False
EVAL-CD8599C9-006,Cleaners,6,P06014,False
EVAL-CD8599C9-006,Cleaners,7,P05775,False
EVAL-CD8599C9-006,Cleaners,8,P05928,False
EVAL-CD8599C9-006,Cleaners,9,P05809,False
EVAL-CD8599C9-006,Cleaners,10,P05945,False
EVAL-CD8599C9-007,Cleaners,1,P05840,False
EVAL-CD8599C9-007,Cleaners,2,P05849,False
EVAL-CD8599C9-007,Cleaners,3,P06059,False
EVAL-CD8599C9-007,Cleaners,4,P05823,False
EVAL-CD8599C9-007,Cleaners,5,P05763,False
EVAL-CD8599C9-007,Cleaners,6,P05930,False
EVAL-CD8599C9-007,Cleaners,7,P05790,False
EVAL-CD8599C9-007,Cleaners,8,P05839,False
EVAL-CD8599C9-007,Cleaners,9,P05862,False
EVAL-CD8599C9-007,Cleaners,10,P06019,False
EVAL-CD8599C9-008,Cleaners,1,P05975,False
EVAL-CD8599C9-008,Cleaners,2,P06039,False
EVAL-CD8599C9-008,Cleaners,3,P05788,False
EVAL-CD8599C9-008,Cleaners,4,P05801,False
EVAL-CD8599C9-008,Cleaners,5,P06038,False
EVAL-CD8599C9-008,Cleaners,6,P06033,False
EVAL-CD8599C9-008,Cleaners,7,P05771,False
EVAL-CD8599C9-008,Cleaners,8,P05888,False
EVAL-CD8599C9-008,Cleaners,9,P05744,False
EVAL-CD8599C9-008,Cleaners,10,P05813,False
EVAL-CD8599C9-009,Cleaners,1,P05714,False
EVAL-CD8599C9-009,Cleaners,2,P05794,False
EVAL-CD8599C9-009,Cleaners,3,P05901,False
EVAL-CD8599C9-009,Cleaners,4,P05882,False
EVAL-CD8599C9-009,Cleaners,5,P05832,False
EVAL-CD8599C9-009,Cleaners,6,P05873,False
EVAL-CD8599C9-009,Cleaners,7,P06034,False
EVAL-CD8599C9-009,Cleaners,8,P05998,False
EVAL-CD8599C9-009,Cleaners,9,P05908,False
EVAL-CD8599C9-009,Cleaners,10,P05962,False
EVAL-CD8599C9-010,Cleaners,1,P05760,False
EVAL-CD8599C9-010,Cleaners,2,P05993,False
EVAL-CD8599C9-010,Cleaners,3,P05952,False
EVAL-CD8599C9-010,Cleaners,4,P05816,False
EVAL-CD8599C9-010,Cleaners,5,P05879,False
EVAL-CD8599C9-010,Cleaners,6,P05789,False
EVAL-CD8599C9-010,Cleaners,7,P05950,False
EVAL-CD8599C9-010,Cleaners,8,P05844,False
EVAL-CD8599C9-010,Cleaners,9,P06029,False
EVAL-CD8599C9-010,Cleaners,10,P06046,False
EVAL-CD8599C9-011,Cleaners,1,P05798,False
EVAL-CD8599C9-011,Cleaners,2,P05746,False
EVAL-CD8599C9-011,Cleaners,3,P05943,False
EVAL-CD8599C9-011,Cleaners,4,P06013,False
EVAL-CD8599C9-011,Cleaners,5,P05721,False
EVAL-CD8599C9-011,Cleaners,6,P05921,False
EVAL-CD8599C9-011,Cleaners,7,P05997,False
EVAL-CD8599C9-011,Cleaners,8,P05818,False
EVAL-CD8599C9-011,Cleaners,9,P05942,False
EVAL-CD8599C9-011,Cleaners,10,P05881,False
EVAL-CD8599C9-012,Cleaners,1,P05821,False
EVAL-CD8599C9-012,Cleaners,2,P05796,False
EVAL-CD8599C9-012,Cleaners,3,P06068,False
EVAL-CD8599C9-012,Cleaners,4,P05936,False
EVAL-CD8599C9-012,Cleaners,5,P05837,False
EVAL-CD8599C9-012,Cleaners,6,P06056,False
EVAL-CD8599C9-012,Cleaners,7,P05892,False
EVAL-CD8599C9-012,Cleaners,8,P06017,False
EVAL-CD8599C9-012,Cleaners,9,P06042,False
EVAL-CD8599C9-012,Cleaners,10,P06058,False
EVAL-CD8599C9-013,Cleaners,1,P05780,False
EVAL-CD8599C9-013,Cleaners,2,P05958,False
EVAL-CD8599C9-013,Cleaners,3,P05776,False
EVAL-CD8599C9-013,Cleaners,4,P05767,False
EVAL-CD8599C9-013,Cleaners,5,P05955,False
EVAL-CD8599C9-013,Cleaners,6,P05723,False
EVAL-CD8599C9-013,Cleaners,7,P05987,False
EVAL-CD8599C9-013,Cleaners,8,P05909,False
EVAL-CD8599C9-013,Cleaners,9,P06037,False
EVAL-CD8599C9-013,Cleaners,10,P06047,False
EVAL-CD8599C9-014,Cleaners,1,P06044,False
EVAL-CD8599C9-014,Cleaners,2,P05803,False
EVAL-CD8599C9-014,Cleaners,3,P05831,False
EVAL-CD8599C9-014,Cleaners,4,P06025,False
EVAL-CD8599C9-014,Cleaners,5,P05748,False
EVAL-CD8599C9-014,Cleaners,6,P05774,False
EVAL-CD8599C9-014,Cleaners,7,P05887,False
EVAL-CD8599C9-014,Cleaners,8,P05911,False
EVAL-CD8599C9-014,Cleaners,9,P06004,False
EVAL-CD8599C9-014,Cleaners,10,P05954,False
EVAL-CD8599C9-015,Cleaners,1,P05817,False
EVAL-CD8599C9-015,Cleaners,2,P05859,False
EVAL-CD8599C9-015,Cleaners,3,P05877,False
EVAL-CD8599C9-015,Cleaners,4,P05719,False
EVAL-CD8599C9-015,Cleaners,5,P05754,False
EVAL-CD8599C9-015,Cleaners,6,P05896,False
EVAL-CD8599C9-015,Cleaners,7,P05738,False
EVAL-CD8599C9-015,Cleaners,8,P05910,False
EVAL-CD8599C9-015,Cleaners,9,P06050,False
EVAL-CD8599C9-015,Cleaners,10,P05835,False
EVAL-CD8599C9-016,Cleaners,1,P05902,False
EVAL-CD8599C9-016,Cleaners,2,P05864,False
EVAL-CD8599C9-016,Cleaners,3,P05777,False
EVAL-CD8599C9-016,Cleaners,4,P05850,False
EVAL-CD8599C9-016,Cleaners,5,P06010,False
EVAL-CD8599C9-016,Cleaners,6,P05983,False
EVAL-CD8599C9-016,Cleaners,7,P05941,False
EVAL-CD8599C9-016,Cleaners,8,P05868,False
EVAL-CD8599C9-016,Cleaners,9,P06065,False
EVAL-CD8599C9-016,Cleaners,10,P05768,False
EVAL-CD8599C9-017,Cleaners,1,P05865,False
EVAL-CD8599C9-017,Cleaners,2,P05812,False
EVAL-CD8599C9-017,Cleaners,3,P05951,False
EVAL-CD8599C9-017,Cleaners,4,P05829,False
EVAL-CD8599C9-017,Cleaners,5,P05743,False
EVAL-CD8599C9-017,Cleaners,6,P05856,False
EVAL-CD8599C9-017,Cleaners,7,P05867,False
EVAL-CD8599C9-017,Cleaners,8,P05956,False
EVAL-CD8599C9-017,Cleaners,9,P05953,False
EVAL-CD8599C9-017,Cleaners,10,P05786,False
EVAL-CD8599C9-018,Cleaners,1,P05822,False
EVAL-CD8599C9-018,Cleaners,2,P05935,False
EVAL-CD8599C9-018,Cleaners,3,P05970,False
EVAL-CD8599C9-018,Cleaners,4,P05778,False
EVAL-CD8599C9-018,Cleaners,5,P05931,False
EVAL-CD8599C9-018,Cleaners,6,P05747,False
EVAL-CD8599C9-018,Cleaners,7,P05982,False
EVAL-CD8599C9-018,Cleaners,8,P05811,False
EVAL-CD8599C9-018,Cleaners,9,P05870,False
EVAL-CD8599C9-018,Cleaners,10,P05773,False
EVAL-CD8599C9-019,Cleaners,1,P05981,False
EVAL-CD8599C9-019,Cleaners,2,P05770,False
EVAL-CD8599C9-019,Cleaners,3,P05720,False
EVAL-CD8599C9-019,Cleaners,4,P05938,True
EVAL-CD8599C9-019,Cleaners,5,P05869,True
EVAL-CD8599C9-019,Cleaners,6,P05964,True
EVAL-CD8599C9-019,Cleaners,7,P05939,True
EVAL-CD8599C9-019,Cleaners,8,P05863,True
EVAL-CD8599C9-019,Cleaners,9,P05961,True
EVAL-CD8599C9-019,Cleaners,10,P06062,True
EVAL-93337B39-001,Cushion Works,1,P08622,False
EVAL-93337B39-001,Cushion Works,2,P08726,False
EVAL-93337B39-001,Cushion Works,3,P08615,False
EVAL-93337B39-001,Cushion Works,4,P08856,False
EVAL-93337B39-001,Cushion Works,5,P08840,False
EVAL-93337B39-001,Cushion Works,6,P08920,False
EVAL-93337B39-001,Cushion Works,7,P08825,False
EVAL-93337B39-001,Cushion Works,8,P08681,False
EVAL-93337B39-001,Cushion Works,9,P08652,False
EVAL-93337B39-001,Cushion Works,10,P08732,False
EVAL-93337B39-002,Cushion Works,1,P08701,False
EVAL-93337B39-002,Cushion Works,2,P08805,False
EVAL-93337B39-002,Cushion Works,3,P08607,False
EVAL-93337B39-002,Cushion Works,4,P08575,False
EVAL-93337B39-002,Cushion Works,5,P08791,False
EVAL-93337B39-002,Cushion Works,6,P08673,False
EVAL-93337B39-002,Cushion Works,7,P08797,False
EVAL-93337B39-002,Cushion Works,8,P08916,False
EVAL-93337B39-002,Cushion Works,9,P08637,False
EVAL-93337B39-002,Cushion Works,10,P08642,False
EVAL-93337B39-003,Cushion Works,1,P08826,False
EVAL-93337B39-003,Cushion Works,2,P08861,False
EVAL-93337B39-003,Cushion Works,3,P08796,False
EVAL-93337B39-003,Cushion Works,4,P08734,False
EVAL-93337B39-003,Cushion Works,5,P08761,False
EVAL-93337B39-003,Cushion Works,6,P08810,False
EVAL-93337B39-003,Cushion Works,7,P08806,False
EVAL-93337B39-003,Cushion Works,8,P08834,False
EVAL-93337B39-003,Cushion Works,9,P08870,False
EVAL-93337B39-003,Cushion Works,10,P08867,False
EVAL-93337B39-004,Cushion Works,1,P08764,False
EVAL-93337B39-004,Cushion Works,2,P08762,False
EVAL-93337B39-004,Cushion Works,3,P08850,False
EVAL-93337B39-004,Cushion Works,4,P08786,False
EVAL-93337B39-004,Cushion Works,5,P08573,False
EVAL-93337B39-004,Cushion Works,6,P08663,False
EVAL-93337B39-004,Cushion Works,7,P08630,False
EVAL-93337B39-004,Cushion Works,8,P08872,False
EVAL-93337B39-004,Cushion Works,9,P08686,False
EVAL-93337B39-004,Cushion Works,10,P08898,False
EVAL-93337B39-005,Cushion Works,1,P08815,False
EVAL-93337B39-005,Cushion Works,2,P08722,False
EVAL-93337B39-005,Cushion Works,3,P08814,False
EVAL-93337B39-005,Cushion Works,4,P08661,False
EVAL-93337B39-005,Cushion Works,5,P08922,False
EVAL-93337B39-005,Cushion Works,6,P08650,False
EVAL-93337B39-005,Cushion Works,7,P08914,False
EVAL-93337B39-005,Cushion Works,8,P08821,False
EVAL-93337B39-005,Cushion Works,9,P08793,False
EVAL-93337B39-005,Cushion Works,10,P08682,False
EVAL-93337B39-006,Cushion Works,1,P08718,False
EVAL-93337B39-006,Cushion Works,2,P08601,False
EVAL-93337B39-006,Cushion Works,3,P08852,False
EVAL-93337B39-006,Cushion Works,4,P08909,False
EVAL-93337B39-006,Cushion Works,5,P08777,False
EVAL-93337B39-006,Cushion Works,6,P08824,False
EVAL-93337B39-006,Cushion Works,7,P08705,False
EVAL-93337B39-006,Cushion Works,8,P08715,False
EVAL-93337B39-006,Cushion Works,9,P08648,False
EVAL-93337B39-006,Cushion Works,10,P08625,False
EVAL-93337B39-007,Cushion Works,1,P08712,False
EVAL-93337B39-007,Cushion Works,2,P08860,False
EVAL-93337B39-007,Cushion Works,3,P08900,False
EVAL-93337B39-007,Cushion Works,4,P08581,False
EVAL-93337B39-007,Cushion Works,5,P08635,False
EVAL-93337B39-007,Cushion Works,6,P08905,False
